"title","preacher","datetime","mp3","ytube_id","scloud","fire_hard","location","format"
"It Can Be Done","Pastor Anderson","2008-11-30 10:30:00","20081130A_ItCanBeDone.mp3","","","","FWBC","Preaching"
"Isaiah 34","Pastor Anderson","2008-11-26 19:00:00","20081126P_Isaiah34.mp3","","","","FWBC","Preaching"
"Work to Build God's House ","Bro David Berzins","2008-11-23 18:30:00","20081123P_WorkToBuildGodsHouse.mp3","","","","FWBC","Preaching"
"Without Remedy (nursing home ministry)","Bro David Berzins","2008-11-23 18:30:00","20081123P_WithoutRemedy(NursingHomeMinistry).mp3","","","","FWBC","Preaching"
"The Necessity of Soul-winning (preached in Norway)","Pastor Anderson","2008-11-23 18:30:00","20081123P_TheNecessityOfSoul-Winning(PreachedInNorway).mp3","","","","FWBC","Preaching"
"Feeding the Flesh -Norway","Pastor Anderson","2008-11-23 18:30:00","20081123P_FeedingTheFlesh-Norway.mp3","","","","Norway","Preaching"
"Isaiah 33","Pastor Anderson","2008-11-19 19:00:00","20081119P_Isaiah33.mp3","","","","FWBC","Preaching"
"A New Start ","Pastor Anderson","2008-11-16 18:30:00","20081116P_ANewStart.mp3","","","","FWBC","Preaching"
"How to Identify False Prophets","Pastor Anderson","2008-11-16 10:30:00","20081116A_HowToIdentifyFalseProphets.mp3","S-nvETjeYXk","","","FWBC","Preaching"
"Isaiah 32","Pastor Anderson","2008-11-12 19:00:00","20081112P_Isaiah32.mp3","hB4RozFbLjk","","","FWBC","Preaching"
"Covetousness ","Pastor Anderson","2008-11-09 18:30:00","20081109P_Covetousness.mp3","Vz6hxGVmIfE","","","FWBC","Preaching"
"Take No Thought for the Morrow","Pastor Anderson","2008-11-09 10:30:00","20081109A_TakeNoThoughtForTheMorrow.mp3","","","","FWBC","Preaching"
"Isaiah 31","Pastor Anderson","2008-11-05 19:00:00","20081105P_Isaiah31.mp3","_opFC_dFLac","","","FWBC","Preaching"
"Redeeming the Time ","Pastor Anderson","2008-11-02 18:30:00","20081102P_RedeemingTheTime.mp3","","","","FWBC","Preaching"
"The Bride of Christ","Pastor Anderson","2008-11-02 10:30:00","20081102A_TheBrideOfChrist.mp3","U4B99Aa0W0A","","","FWBC","Preaching"
"Isaiah 30","Pastor Anderson","2008-10-29 19:00:00","20081029P_Isaiah30.mp3","y8w6SkjclQc","","","FWBC","Preaching"
"In Earth, as it is in Heaven ","Pastor Anderson","2008-10-26 18:30:00","20081026P_InEarthAsItIsInHeaven.mp3","","","","FWBC","Preaching"
"Watered Down Preaching","Pastor Anderson","2008-10-26 10:30:00","20081026A_WateredDownPreaching.mp3","hFQ6GS0eV5U","","","FWBC","Preaching"
"Isaiah 29","Pastor Anderson","2008-10-22 19:00:00","20081022P_Isaiah29.mp3","ou5d0Q5FAao","","1","FWBC","Preaching"
"1, 2, 3, Repent After Me","Pastor Anderson","2008-10-19 10:30:00","20081019A_123RepentAfterMe.mp3","VaTVOLL4QPg","","","FWBC","Preaching"
"Isaiah 28","Pastor Anderson","2008-10-15 19:00:00","20081015P_Isaiah28.mp3","","","","FWBC","Preaching"
"Knowledge is the Key ","Pastor Anderson","2008-10-12 18:30:00","20081012P_KnowledgeIsTheKey.mp3","v4nDyESf2F4","","","FWBC","Preaching"
"You Reap What You Sow","Pastor Anderson","2008-10-12 10:30:00","20081012A_YouReapWhatYouSow.mp3","DKjlUhb1rbY","","","FWBC","Preaching"
"Don't Settle for Second Best ","Pastor Anderson","2008-10-05 18:30:00","20081005P_DontSettleForSecondBest.mp3","","","","FWBC","Preaching"
"Catholicism in the Bible","Pastor Anderson","2008-10-05 10:30:00","20081005A_CatholicismInTheBible.mp3","6LPEfC_SDVc","","","FWBC","Preaching"
"Isaiah 26","Pastor Anderson","2008-10-01 19:00:00","20081001P_Isaiah26.mp3","","","","FWBC","Preaching"
"Throw Down the Altar of Baal","Pastor Anderson","2008-09-28 18:30:00","20080928P_ThrowDownTheAltarOfBaal.mp3","9wKpwoM3Q1A","","1","FWBC","Preaching"
"Forgiveness","Pastor Anderson","2008-09-28 10:30:00","20080928A_Forgiveness.mp3","hzLuNH0n1qk","","","FWBC","Preaching"
"Isaiah 25","Pastor Anderson","2008-09-24 19:00:00","20080924P_Isaiah25.mp3","","","","FWBC","Preaching"
"Do You Understand Faithful Word?","Pastor Anderson","2008-09-21 18:30:00","20080921P_DoYouUnderstandFaithfulWord.mp3","TTLIRhCcJFs","","1","FWBC","Preaching"
"Speak Often One to Another","Pastor Anderson","2008-09-21 10:30:00","20080921A_SpeakOftenOneToAnother.mp3","uQPdqwz1_2s","","","FWBC","Preaching"
"Isaiah 24","Pastor Anderson","2008-09-17 19:00:00","20080917P_Isaiah24.mp3","jia37bc5zaA","","","FWBC","Preaching"
"Tithing","Pastor Anderson","2008-09-14 18:30:00","20080914P_Tithing.mp3","7MjxxZl8n1M","","","FWBC","Preaching"
"The New King James Version","Pastor Anderson","2008-09-14 10:30:00","20080914A_TheNewKingJamesVersion.mp3","SpnTQ6EXJrI","","","FWBC","Preaching"
"Isaiah 23","Pastor Anderson","2008-09-10 19:00:00","20080910P_Isaiah23.mp3","p6ic6ml74yM","","","FWBC","Preaching"
"Methods of Soul-winning","Pastor Anderson","2008-09-07 10:30:00","20080907A_MethodsOfSoul-Winning.mp3","blNBolY-vTo","","","FWBC","Preaching"
"Isaiah 22","Pastor Anderson","2008-09-03 19:00:00","20080903P_Isaiah22.mp3","","","","FWBC","Preaching"
"Alone with God","Pastor Anderson","2008-08-31 18:30:00","20080831P_AloneWithGod.mp3","","","","FWBC","Preaching"
"Renew Your Mind","Pastor Anderson","2008-08-31 10:30:00","20080831A_RenewYourMind.mp3","","","","FWBC","Preaching"
"Isaiah 21","Pastor Anderson","2008-08-27 19:00:00","20080827P_Isaiah21.mp3","","","","FWBC","Preaching"
"How to Have a Good Marriage","Pastor Anderson","2008-08-24 18:30:00","20080824P_HowToHaveAGoodMarriage.mp3","","","","FWBC","Preaching"
"Increase More and More","Pastor Anderson","2008-08-24 10:30:00","20080824A_IncreaseMoreAndMore.mp3","","","","FWBC","Preaching"
"Isaiah 20","Pastor Anderson","2008-08-20 19:00:00","20080820P_Isaiah20.mp3","yebvihikV_4","","","FWBC","Preaching"
"Thou Shalt Prophesy With Them","Pastor Anderson","2008-08-17 18:30:00","20080817P_ThouShaltProphesyWithThem.mp3","zFXLdoPIwCY","","","FWBC","Preaching"
"Too Late","Pastor Anderson","2008-08-17 10:30:00","20080817A_TooLate.mp3","","","","FWBC","Preaching"
"Isaiah 19","Pastor Anderson","2008-08-13 19:00:00","20080813P_Isaiah19.mp3","","","","FWBC","Preaching"
"A Church in Every City","Pastor Anderson","2008-08-10 18:30:00","20080810P_AChurchInEveryCity.mp3","etl1okgt47o","","","FWBC","Preaching"
"What Is Your Life?","Pastor Anderson","2008-08-10 10:30:00","20080810A_WhatIsYourLife.mp3","J6QtQZ2NaU0","","1","FWBC","Preaching"
"Isaiah 18","Pastor Anderson","2008-08-06 19:00:00","20080806P_Isaiah18.mp3","bddHbEpFB0I","","","FWBC","Preaching"
"The Church That Doesn't Win Souls","Pastor Anderson","2008-08-03 18:30:00","20080803P_TheChurchThatDoesntWinSouls.mp3","-7PR-FBpvA4","","","FWBC","Preaching"
"Calvinism Creeping In","Pastor Anderson","2008-08-03 10:30:00","20080803A_CalvinismCreepingIn.mp3","czskQiDcNgk","","","FWBC","Preaching"
"Isaiah 17","Pastor Anderson","2008-07-30 19:00:00","20080730P_Isaiah17.mp3","Vv6d-7HFuQs","","","FWBC","Preaching"
"The Role of Women in the Church","Pastor Anderson","2008-07-27 18:30:00","20080727P_TheRoleOfWomenInTheChurch.mp3","7kLDC6EG838","","","FWBC","Preaching"
"Vanity of VanitiesAll is Vanity","Pastor Anderson","2008-07-27 10:30:00","20080727A_VanityOfVanitiesallIsVanity.mp3","AkQzxsyla_k","","","FWBC","Preaching"
"Isaiah 16","Pastor Anderson","2008-07-23 19:00:00","20080723P_Isaiah16.mp3","","","","FWBC","Preaching"
"Planned Barrenhood","Pastor Anderson","2008-07-20 18:30:00","20080720P_PlannedBarrenhood.mp3","pDKeq4UFqyE","","","FWBC","Preaching"
"Pray for Boldness","Pastor Anderson","2008-07-20 10:30:00","20080720A_PrayForBoldness.mp3","","","","FWBC","Preaching"
"Isaiah 15","Pastor Anderson","2008-07-16 19:00:00","20080716P_Isaiah15.mp3","diLggBuOUs8","","","FWBC","Preaching"
"The Good Samaritan","Pastor Anderson","2008-07-13 18:30:00","20080713P_TheGoodSamaritan.mp3","48TzdtMCsoA","","","FWBC","Preaching"
"The Potter and the Clay","Pastor Anderson","2008-07-13 10:30:00","20080713A_ThePotterAndTheClay.mp3","ZB-DXUQnUtQ","","","FWBC","Preaching"
"Isaiah 14","Pastor Anderson","2008-07-09 19:00:00","20080709P_Isaiah14.mp3","Xr1Vwly6FT0","","","FWBC","Preaching"
"Historic Fundamentalism?","Pastor Anderson","2008-07-06 18:30:00","20080706P_HistoricFundamentalism.mp3","","","","FWBC","Preaching"
"Parting the Hoof and Chewing the Cud ","Pastor Anderson","2008-07-06 10:30:00","20080706A_PartingTheHoofAndChewingTheCud.mp3","GJAZujo-KL4","","","FWBC","Preaching"
"Isaiah 13","Pastor Anderson","2008-07-02 19:00:00","20080702P_Isaiah13.mp3","lnpVuamTMiU","","","FWBC","Preaching"
"Why the Police Should Not Exist","Pastor Anderson","2008-06-29 18:30:00","20080629P_WhyThePoliceShouldNotExist.mp3","OwgmmN0_U1A","","","FWBC","Preaching"
"Liberty Among God's People ","Pastor Anderson","2008-06-29 10:30:00","20080629A_LibertyAmongGodsPeople.mp3","","","","FWBC","Preaching"
"Isaiah 12","Pastor Anderson","2008-06-25 19:00:00","20080625P_Isaiah12.mp3","","","","FWBC","Preaching"
"False Bretheren","Pastor Anderson","2008-06-22 18:30:00","20080622P_FalseBretheren.mp3","XKU3OWLppN8","","","FWBC","Preaching"
"Must Jesus Bear the Cross Alone?","Pastor Anderson","2008-06-22 10:30:00","20080622A_MustJesusBearTheCrossAlone.mp3","Hc6THeDdIvA","","","FWBC","Preaching"
"Isaiah 11","Pastor Anderson","2008-06-18 19:00:00","20080618P_Isaiah11.mp3","9n6jOJJLDr0","","","FWBC","Preaching"
"The Rise of the Antichrist","Bro Roger Jimenez","2008-06-15 18:30:00","20080615P_TheRiseOfTheAntichrist.mp3","u8TWgeYOOCU","","","FWBC","Preaching"
"The Importance of the Next Generation","Pastor Anderson","2008-06-15 10:30:00","20080615A_TheImportanceOfTheNextGeneration.mp3","Q-iz78zYSN4","","1","FWBC","Preaching"
"The Truth About Love","Bro David Berzins","2008-06-13 19:00:00","20080613P_TheTruthAboutLove.mp3","","","","FWBC","Preaching"
"Fasting","Bro Roger Jimenez","2008-06-13 19:00:00","20080613P_Fasting.mp3","","","","FWBC","Preaching"
"The Joy of Soul-winning","Pastor Anderson","2008-06-12 19:00:00","20080612P_TheJoyOfSoul-Winning.mp3","","","","FWBC","Preaching"
"5 Things To Stunt a Church's Growth","Pastor R.A. Smith","2008-06-12 19:00:00","20080612P_5ThingsToStuntAChurchsGrowth.mp3","","","","FWBC","Preaching"
"Isaiah 10","Pastor Anderson","2008-06-11 19:00:00","20080611P_Isaiah10.mp3","l8QCqtl6Fos","","","FWBC","Preaching"
"Do All To the Glory of God","Pastor Anderson","2008-06-08 18:30:00","20080608P_DoAllToTheGloryOfGod.mp3","CHXNQpiyO0I","","","FWBC","Preaching"
"This Church is not for Everybody","Pastor Anderson","2008-06-08 10:30:00","20080608A_ThisChurchIsNotForEverybody.mp3","5kNKc1O6c8s","","","FWBC","Preaching"
"Isaiah 09","Pastor Anderson","2008-06-04 19:00:00","20080604P_Isaiah09.mp3","5J-ohWIlDxc","","","FWBC","Preaching"
"Environmentalism","Pastor Anderson","2008-06-01 18:30:00","20080601P_Environmentalism.mp3","k4iWMJhZbdE","","","FWBC","Preaching"
"A Good Soldier of Jesus Christ","Pastor Anderson","2008-06-01 10:30:00","20080601A_AGoodSoldierOfJesusChrist.mp3","s68oxi5dZ10","","","FWBC","Preaching"
"Isaiah 08","Pastor Anderson","2008-05-28 19:00:00","20080528P_Isaiah08.mp3","DKAfLSmTVoU","","","FWBC","Preaching"
"The House of Merchandise","Pastor Anderson","2008-05-25 18:30:00","20080525P_TheHouseOfMerchandise.mp3","5qzW4kjQvEw","","","FWBC","Preaching"
"The Importance of the Individual","Pastor Anderson","2008-05-25 10:30:00","20080525A_TheImportanceOfTheIndividual.mp3","NxO9Ge2XlFc","","","FWBC","Preaching"
"Isaiah 07","Pastor Anderson","2008-05-21 19:00:00","20080521P_Isaiah07.mp3","Ea2rYcaVO6Q","","","FWBC","Preaching"
"The Horrors of Hell","Pastor Anderson","2008-05-18 18:30:00","20080518P_TheHorrorsOfHell.mp3","-Xvcs9R85wQ","","1","FWBC","Preaching"
"Read the Bible!","Pastor Anderson","2008-05-18 10:30:00","20080518A_ReadTheBible.mp3","UW53Fa0G07c","","","FWBC","Preaching"
"Isaiah 06","Pastor Anderson","2008-05-14 19:00:00","20080514P_Isaiah06.mp3","","","","FWBC","Preaching"
"Jesus Christ the Same","Pastor Anderson","2008-05-11 18:30:00","20080511P_JesusChristTheSame.mp3","sqzt2t4yHwI","","","FWBC","Preaching"
"The Virtuous Woman","Pastor Anderson","2008-05-11 10:30:00","20080511A_TheVirtuousWoman.mp3","w3ke98LKS4c","","","FWBC","Preaching"
"Isaiah 05","Pastor Anderson","2008-05-07 19:00:00","20080507P_Isaiah05.mp3","SpsiTFJegRg","","","FWBC","Preaching"
"Get Out of the Boat","Pastor Anderson","2008-05-04 18:30:00","20080504P_GetOutOfTheBoat.mp3","BL3HZlqmsK0","","","FWBC","Preaching"
"Staying Within the Bounds","Pastor Anderson","2008-05-04 10:30:00","20080504A_StayingWithinTheBounds.mp3","","","","FWBC","Preaching"
"Isaiah 04","Pastor Anderson","2008-04-30 19:00:00","20080430P_Isaiah04.mp3","P2xTNEYX594","","","FWBC","Preaching"
"The Sin of Onan","Pastor Anderson","2008-04-27 18:30:00","20080427P_TheSinOfOnan.mp3","y5FkponZf4U","","","FWBC","Preaching"
"Preaching the Gospel to Every Village","Pastor Anderson","2008-04-27 10:30:00","20080427A_PreachingTheGospelToEveryVillage.mp3","","","","FWBC","Preaching"
"Isaiah 03","Pastor Anderson","2008-04-23 19:00:00","20080423P_Isaiah03.mp3","ZDBQ0kqTCTU","","","FWBC","Preaching"
"The Thorn in Your Flesh","Pastor Anderson","2008-04-20 18:30:00","20080420P_TheThornInYourFlesh.mp3","tdT8UOoqOEI","","","FWBC","Preaching"
"The Power of the Tongue","Pastor Anderson","2008-04-20 10:30:00","20080420A_ThePowerOfTheTongue.mp3","rtB4PvBYHeo","","","FWBC","Preaching"
"Isaiah 02","Pastor Anderson","2008-04-16 19:00:00","20080416P_Isaiah02.mp3","DTQxqGEpsNE","","","FWBC","Preaching"
"The Tribulation of the Saints","Pastor Anderson","2008-04-13 18:30:00","20080413P_TheTribulationOfTheSaints.mp3","Yt7Qi4jpjoc","","","FWBC","Preaching"
"Where There is No Vision","Pastor Anderson","2008-04-13 10:30:00","20080413A_WhereThereIsNoVision.mp3","hb1a_3f6xDk","","","FWBC","Preaching"
"Isaiah 01","Pastor Anderson","2008-04-09 19:00:00","20080409P_Isaiah01.mp3","JVALPJzn884","","","FWBC","Preaching"
"The Church as the Body of Christ ","Pastor Anderson","2008-04-06 18:30:00","20080406P_TheChurchAsTheBodyOfChrist.mp3","0O3g_jpyS8c","","","FWBC","Preaching"
"Whom Do Men Say That I Am?","Pastor Anderson","2008-04-06 10:30:00","20080406A_WhomDoMenSayThatIAm.mp3","trjzGxSs910","","","FWBC","Preaching"
"John 21","Pastor Anderson","2008-04-02 19:00:00","20080402P_John21.mp3","","","","FWBC","Preaching"
"Satan Hath Desired to Have You","Pastor Anderson","2008-03-30 18:30:00","20080330P_SatanHathDesiredToHaveYou.mp3","fPA8m3Xbn-U","","","FWBC","Preaching"
"Taking FWBC to the Next Level","Pastor Anderson","2008-03-30 10:30:00","20080330A_TakingFwbcToTheNextLevel.mp3","zySGsNC9Z7c","","1","FWBC","Preaching"
"John 20","Pastor Anderson","2008-03-26 19:00:00","20080326P_John20.mp3","KPu3MfPMDIw","","","FWBC","Preaching"
"The Importance of the Family Unit","Pastor Anderson","2008-03-23 18:30:00","20080323P_TheImportanceOfTheFamilyUnit.mp3","c1SmDLQyzn4","","","FWBC","Preaching"
"What Do Ye More Than Others?","Pastor Anderson","2008-03-23 10:30:00","20080323A_WhatDoYeMoreThanOthers.mp3","KZcwMLHqGsM","","","FWBC","Preaching"
"John 19","Pastor Anderson","2008-03-19 19:00:00","20080319P_John19.mp3","fEM_RNC3HpE","","","FWBC","Preaching"
"A Guide to Good Decision Making","Pastor Anderson","2008-03-16 18:30:00","20080316P_AGuideToGoodDecisionMaking.mp3","dW0a8vY5SwI","","","FWBC","Preaching"
"The Joys of Heaven","Pastor Anderson","2008-03-16 10:30:00","20080316A_TheJoysOfHeaven.mp3","5EGLQNTRRa4","","","FWBC","Preaching"
"John 18","Pastor Anderson","2008-03-12 19:00:00","20080312P_John18.mp3","IbUb4cevF9M","","","FWBC","Preaching"
"Beware of the Evil Trees","Pastor Anderson","2008-03-09 18:30:00","20080309P_BewareOfTheEvilTrees.mp3","dAS9hqvz7oc","","","FWBC","Preaching"
"Preaching the Gospel to Every Nation","Pastor Anderson","2008-03-09 10:30:00","20080309A_PreachingTheGospelToEveryNation.mp3","","","","FWBC","Preaching"
"Be Not Ashamed","Bro David Berzins","2008-03-05 19:00:00","20080305P_BeNotAshamed.mp3","","","","FWBC","Preaching"
"Be Thou Strong","Bro Jason Hemsted","2008-03-02 18:30:00","20080302P_BeThouStrong.mp3","","","","FWBC","Preaching"
"Ears Dull of Hearing","Bro Jason Hemsted","2008-03-02 10:30:00","20080302A_EarsDullOfHearing.mp3","","","","FWBC","Preaching"
"Choose the Fear of the Lord","Bro Jason Hemsted","2008-02-27 19:00:00","20080227P_ChooseTheFearOfTheLord.mp3","","","","FWBC","Preaching"
"Godly Sorrow Worketh Repentance","Pastor Anderson","2008-02-24 18:30:00","20080224P_GodlySorrowWorkethRepentance.mp3","","","","FWBC","Preaching"
"The Sin of Doing Nothing","Pastor Anderson","2008-02-24 10:30:00","20080224A_TheSinOfDoingNothing.mp3","ReX6tgnrWwM","","1","FWBC","Preaching"
"John 17","Pastor Anderson","2008-02-20 19:00:00","20080220P_John17.mp3","mYEln3Lvvd0","","","FWBC","Preaching"
"Liberty in the United States - Part 2","Pastor Anderson","2008-02-17 18:30:00","20080217P_LibertyInTheUnitedStates-Part2.mp3","","","","FWBC","Preaching"
"Purge Out the Leaven","Pastor Anderson","2008-02-17 10:30:00","20080217A_PurgeOutTheLeaven.mp3","pO2-8_XbQ7M","","","FWBC","Preaching"
"John 16","Pastor Anderson","2008-02-13 19:00:00","20080213P_John16.mp3","PTESFm-4Zcs","","","FWBC","Preaching"
"Why Bible College is Unscriptural","Pastor Anderson","2008-02-10 18:30:00","20080210P_WhyBibleCollegeIsUnscriptural.mp3","oXSsO4p-3ws","","","FWBC","Preaching"
"Be Ready","Pastor Anderson","2008-02-10 10:30:00","20080210A_BeReady.mp3","J_1GajVDLZE","","","FWBC","Preaching"
"John 15","Pastor Anderson","2008-02-06 19:00:00","20080206P_John15.mp3","FtnEhD1942s","","","FWBC","Preaching"
"Soul-Winning Tips","Pastor Anderson","2008-02-03 18:30:00","20080203P_Soul-WinningTips.mp3","","","","FWBC","Preaching"
"Liberty in the United States-Part 1","Pastor Anderson","2008-02-03 10:30:00","20080203A_LibertyInTheUnitedStates-Part1.mp3","","","1","FWBC","Preaching"
"John 14","Pastor Anderson","2008-01-30 19:00:00","20080130P_John14.mp3","","","","FWBC","Preaching"
"Is Your Spirit Stirred?","Pastor Anderson","2008-01-27 18:30:00","20080127P_IsYourSpiritStirred.mp3","4x5RFFxzoys","","","FWBC","Preaching"
"Priorities","Pastor Anderson","2008-01-27 10:30:00","20080127A_Priorities.mp3","","","","FWBC","Preaching"
"John 13","Pastor Anderson","2008-01-23 19:00:00","20080123P_John13.mp3","8PaGjuIrRC4","","","FWBC","Preaching"
"What a Friend We Have in Jesus","Pastor Anderson","2008-01-20 18:30:00","20080120P_WhatAFriendWeHaveInJesus.mp3","WjA5L8YT0sI","","","FWBC","Preaching"
"The Old-fashioned Way","Pastor Anderson","2008-01-20 10:30:00","20080120A_TheOld-FashionedWay.mp3","A_Lv4mjA_OE","","1","FWBC","Preaching"
"John 12","Pastor Anderson","2008-01-16 19:00:00","20080116P_John12.mp3","H3hodrrnFnw","","","FWBC","Preaching"
"Humility","Pastor Anderson","2008-01-13 18:30:00","20080113P_Humility.mp3","fU_JDhmM-Fw","","","FWBC","Preaching"
"The Two-Headed Monster","Pastor Anderson","2008-01-13 10:30:00","20080113A_TheTwo-HeadedMonster.mp3","","","","FWBC","Preaching"
"John 11","Pastor Anderson","2008-01-09 19:00:00","20080109P_John11.mp3","","","","FWBC","Preaching"
"The Doctrine of Preservation","Pastor Anderson","2008-01-06 18:30:00","20080106P_TheDoctrineOfPreservation.mp3","wVZxgM1MEf0","","","FWBC","Preaching"
"Idleness","Pastor Anderson","2008-01-06 10:30:00","20080106A_Idleness.mp3","","","","FWBC","Preaching"
"John 10","Pastor Anderson","2008-01-02 19:00:00","20080102P_John10.mp3","","","","FWBC","Preaching"
"The Correlation between OT and NT","Pastor Anderson","2007-12-30 18:30:00","20071230P_TheCorrelationBetweenOtAndNt.mp3","ZxX8mvwGk4s","","","FWBC","Preaching"
"A New Start in the New Year","Pastor Anderson","2007-12-30 10:30:00","20071230A_ANewStartInTheNewYear.mp3","TeiXHkJMAEg","","","FWBC","Preaching"
"John 09","Pastor Anderson","2007-12-26 19:00:00","20071226P_John09.mp3","","","","FWBC","Preaching"
"Spiritual Toughness","Pastor Anderson","2007-12-23 18:30:00","20071223P_SpiritualToughness.mp3","","","","FWBC","Preaching"
"How to Love Jesus","Pastor Anderson","2007-12-23 10:30:00","20071223A_HowToLoveJesus.mp3","","","","FWBC","Preaching"
"John 08","Pastor Anderson","2007-12-19 19:00:00","20071219P_John08.mp3","","","","FWBC","Preaching"
"The Spirit of the Lord Upon You","Pastor Anderson","2007-12-16 18:30:00","20071216P_TheSpiritOfTheLordUponYou.mp3","xF25NAmoAj0","","","FWBC","Preaching"
"The Faith of Abraham","Pastor Anderson","2007-12-16 10:30:00","20071216A_TheFaithOfAbraham.mp3","","","","FWBC","Preaching"
"John 07","Pastor Anderson","2007-12-12 19:00:00","20071212P_John07.mp3","","","","FWBC","Preaching"
"Thou Hast Destroyed Thyself","Pastor Anderson","2007-12-09 10:30:00","20071209A_ThouHastDestroyedThyself.mp3","","","","FWBC","Preaching"
"John 06","Pastor Anderson","2007-12-05 19:00:00","20071205P_John06.mp3","","","","FWBC","Preaching"
"Poor Substitutes for Soul-winning","Pastor Anderson","2007-12-02 18:30:00","20071202P_PoorSubstitutesForSoul-Winning.mp3","","","","FWBC","Preaching"
"Unselfishness","Pastor Anderson","2007-12-02 10:30:00","20071202A_Unselfishness.mp3","","","","FWBC","Preaching"
"John 05","Pastor Anderson","2007-11-28 19:00:00","20071128P_John05.mp3","","","","FWBC","Preaching"
"Have a Plan","Pastor Anderson","2007-11-25 18:30:00","20071125P_HaveAPlan.mp3","","","","FWBC","Preaching"
"Emotionalism","Pastor Anderson","2007-11-25 10:30:00","20071125A_Emotionalism.mp3","","","","FWBC","Preaching"
"John 04","Pastor Anderson","2007-11-21 19:00:00","20071121P_John04.mp3","","","","FWBC","Preaching"
"The Inward Man","Pastor Anderson","2007-11-18 18:30:00","20071118P_TheInwardMan.mp3","","","1","FWBC","Preaching"
"Thanksgiving","Pastor Anderson","2007-11-18 10:30:00","20071118A_Thanksgiving.mp3","","","","FWBC","Preaching"
"John 03","Pastor Anderson","2007-11-14 19:00:00","20071114P_John03.mp3","","","","FWBC","Preaching"
"Taking Responsibility For The Problem","Pastor Anderson","2007-11-11 18:30:00","20071111P_TakingResponsibilityForTheProblem.mp3","","","","FWBC","Preaching"
"Circumcision","Pastor Anderson","2007-11-11 10:30:00","20071111A_Circumcision.mp3","","","","FWBC","Preaching"
"John 02","Pastor Anderson","2007-11-07 19:00:00","20071107P_John02.mp3","","","","FWBC","Preaching"
"Confirmation","Pastor Anderson","2007-11-04 18:30:00","20071104P_Confirmation.mp3","","","","FWBC","Preaching"
"Princes Walking as Servants","Pastor Anderson","2007-11-04 10:30:00","20071104A_PrincesWalkingAsServants.mp3","","","","FWBC","Preaching"
"John 01 (partial)","Pastor Anderson","2007-10-31 19:00:00","20071031P_John01(Partial).mp3","","","","FWBC","Preaching"
"The Only Way to Fail is to Quit","Pastor Anderson","2007-10-28 18:30:00","20071028P_TheOnlyWayToFailIsToQuit.mp3","","","","FWBC","Preaching"
"The Seven Sins of Halloween","Pastor Anderson","2007-10-28 10:30:00","20071028A_TheSevenSinsOfHalloween.mp3","8Gi7fL1KXEs","","1","FWBC","Preaching"
"Malachi 04","Pastor Anderson","2007-10-24 19:00:00","20071024P_Malachi04.mp3","","","","FWBC","Preaching"
"Under the Power of Any","Bro Roger Jimenez","2007-10-21 18:30:00","20071021P_UnderThePowerOfAny.mp3","","","","FWBC","Preaching"
"Cast In All That You Have","Pastor Anderson","2007-10-21 10:30:00","20071021A_CastInAllThatYouHave.mp3","","","","FWBC","Preaching"
"Where Are They All?","Pastor Anderson","2007-10-20 19:00:00","20071020P_WhereAreTheyAll.mp3","LE2fpHM3rdM","","","FWBC","Preaching"
"Malachi 03","Pastor Anderson","2007-10-17 19:00:00","20071017P_Malachi03.mp3","","","","FWBC","Preaching"
"Soul-Winning Helps - Part 2","Pastor Anderson","2007-10-14 18:30:00","20071014P_Soul-WinningHelps-Part2.mp3","","","","FWBC","Preaching"
"Soul-Winning Helps - Part 1","Pastor Anderson","2007-10-14 10:30:00","20071014A_Soul-WinningHelps-Part1.mp3","","","","FWBC","Preaching"
"Malachi 02","Pastor Anderson","2007-10-10 19:00:00","20071010P_Malachi02.mp3","","","","FWBC","Preaching"
"Two Foundations","Pastor Anderson","2007-10-07 18:30:00","20071007P_TwoFoundations.mp3","","","","FWBC","Preaching"
"Shake Off the Beast","Pastor Anderson","2007-10-07 10:30:00","20071007A_ShakeOffTheBeast.mp3","","","","FWBC","Preaching"
"Malachi 01","Pastor Anderson","2007-10-03 19:00:00","20071003P_Malachi01.mp3","","","","FWBC","Preaching"
"Don't Waste Your Time","Pastor Anderson","2007-09-30 18:30:00","20070930P_DontWasteYourTime.mp3","","","","FWBC","Preaching"
"A 'Personal' Relationship with Jesus?","Pastor Anderson","2007-09-30 10:30:00","20070930A_APersonalRelationshipWithJesus.mp3","","","","FWBC","Preaching"
"Romans 16","Pastor Anderson","2007-09-26 19:00:00","20070926P_Romans16.mp3","","","","FWBC","Preaching"
"Clothing Standards","Pastor Anderson","2007-09-23 18:30:00","20070923P_ClothingStandards.mp3","","","","FWBC","Preaching"
"The Sabbath Day","Pastor Anderson","2007-09-23 10:30:00","20070923A_TheSabbathDay.mp3","","","","FWBC","Preaching"
"Romans 15","Pastor Anderson","2007-09-19 19:00:00","20070919P_Romans15.mp3","","","","FWBC","Preaching"
"Procrastination","Pastor Anderson","2007-09-16 18:30:00","20070916P_Procrastination.mp3","","","","FWBC","Preaching"
"Pottage and Popsicles","Pastor Anderson","2007-09-16 10:30:00","20070916A_PottageAndPopsicles.mp3","","","","FWBC","Preaching"
"Romans 14","Pastor Anderson","2007-09-12 19:00:00","20070912P_Romans14.mp3","","","","FWBC","Preaching"
