"title","preacher","datetime","mp3","ytube_id","scloud","fire_hard","location","format"
"A Famine of Hearing God's Word","Pastor Anderson","2017-04-09 18:30:00","20170409P_AFamineOfHearingGodsWord.mp3","ok5WzgUm6Xg","","","FWBC","Preaching"
"Persecution","Pastor Anderson","2017-04-09 10:30:00","20170409A_Persecution.mp3","ntRXhb7LLhE","","","FWBC","Preaching"
"Take Heed How Ye Hear","Pastor Anderson","2017-04-07 19:00:00","20170407P_TakeHeedHowYeHear.mp3","05XmpMXN8W0","","","FWBC","Preaching"
"Jeremiah 50","Pastor Anderson","2017-04-05 19:00:00","20170405P_Jeremiah50.mp3","XiD08St7PJI","","","FWBC","Preaching"
"Them That Defile Themselves with Mankind","Pastor Anderson","2017-04-02 18:30:00","20170402P_ThemThatDefileThemselvesWithMankind.mp3","b9VYe4Dfxk8","","","FWBC","Preaching"
"A Strategy to Evangelize the Entire World","Pastor Anderson","2017-04-02 10:30:00","20170402A_AStrategyToEvangelizeTheEntireWorld.mp3","EeTn1TPw4ko","","","FWBC","Preaching"
"Their Rock is Not as Our Rock","Pastor Anderson","2017-03-31 18:00:00","20170331P_TheirRockIsNotAsOurRock.mp3","-BEZ5hzOUxE","","","FWBC","Preaching"
"Jeremiah 49","Pastor Anderson","2017-03-29 19:00:00","20170329P_Jeremiah49.mp3","BsfBxfdImo0","","","FWBC","Preaching"
"Good Sportsmanship","Pastor Anderson","2017-03-26 18:30:00","20170326P_GoodSportsmanship.mp3","8RkyedZYMWs","","","FWBC","Preaching"
"Making Wise the Simple","Pastor Anderson","2017-03-26 10:30:00","20170326A_MakingWiseTheSimple.mp3","xWxrzGRHeSY","","","FWBC","Preaching"
"Jeremiah 48","Pastor Anderson","2017-03-22 19:00:00","20170322P_Jeremiah48.mp3","pJ2QdnlS3ng","","","FWBC","Preaching"
"The Shack Exposed - Part 2","Pastor Anderson","2017-03-19 18:30:00","20170319P_TheShackExposed-Part2.mp3","NUZJWelzBIM","","","FWBC","Preaching"
"The Shack Exposed - Part 1","Pastor Anderson","2017-03-19 10:30:00","20170319A_TheShackExposed-Part1.mp3","C6mFfksH5_0","","","FWBC","Preaching"
"Jeremiah 47","Pastor Anderson","2017-03-15 19:00:00","20170315P_Jeremiah47.mp3","PnAh69J4r5Y","","","FWBC","Preaching"
"Behaving in the House of God","Pastor Anderson","2017-03-12 19:00:00","20170312P_BehavingInTheHouseOfGod.mp3","elIU16EROOs","","","FWBC","Preaching"
"The Humiliation of Christ: Accusation","Pastor Anderson","2017-03-12 10:30:00","20170312A_TheHumiliationOfChristAccusation.mp3","0V756ELzJp4","","","FWBC","Preaching"
"The Truth about Hinduism","Pastor Anderson","2017-03-09 20:00:00","20170309P_TheTruthAboutHinduism.mp3","k6NbqjRZr0Q","","","FWBC","Documentary"
"Jeremiah 46","Pastor Anderson","2017-03-08 19:00:00","20170308P_Jeremiah46.mp3","QCn0udnSKwo","","","FWBC","Preaching"
"Having Fellowship with Devils","Pastor Anderson","2017-03-05 18:30:00","20170305P_HavingFellowshipWithDevils.mp3","6ShCUggWmFM","","","FWBC","Preaching"
"The Humiliation of Christ: Rejection","Pastor Anderson","2017-03-05 10:30:00","20170305A_TheHumiliationOfChristRejection.mp3","M0-Qg-THlqA","","","FWBC","Preaching"
"Auditing a Missionary","Bro Garrett Kirchway","2017-03-01 19:00:00","20170301P_AuditingAMissionary.mp3","tKbIXP7IObA","","","FWBC","Preaching"
"Fake Spirituality","Pastor Anderson","2017-02-26 18:30:00","20170226P_FakeSpirituality.mp3","HDyQQUpe3h4","","","FWBC","Preaching"
"The Humiliation of Christ: Poverty","Pastor Anderson","2017-02-26 10:30:00","20170226A_TheHumiliationOfChristPoverty.mp3","9oPlmZbIIn0","","","FWBC","Preaching"
"Jeremiah 45","Pastor Anderson","2017-02-22 19:30:00","20170222P_Jeremiah45.mp3","HMAnAcYkmNE","","","FWBC","Preaching"
"Hindrances to Getting Saved","Pastor Anderson","2017-02-19 18:30:00","20170219P_HindrancesToGettingSaved.mp3","g2gKnEcb4ug","","","FWBC","Preaching"
"The Book of Psalms","Pastor Anderson","2017-02-19 10:30:00","20170219A_TheBookOfPsalms.mp3","IEmEprejSYE","","","FWBC","Preaching"
"Burn that Way After All-Documentary","Pastor Anderson","2017-02-17 19:00:00","20170217P_BurnThatWayAfterAll-Documentary.mp3","styLx-iWwC8","","","FWBC","Documentary"
"Jeremiah 44","Pastor Anderson","2017-02-15 19:00:00","20170215P_Jeremiah44.mp3","81h0pDHjvvs","","","FWBC","Preaching"
"Why Church Nurseries are Unbiblical","Pastor Anderson","2017-02-12 18:30:00","20170212P_WhyChurchNurseriesAreUnbiblical.mp3","-D6P5-MSPtY","","","FWBC","Preaching"
"The Workers of Iniquity","Pastor Anderson","2017-02-12 10:30:00","20170212A_TheWorkersOfIniquity.mp3","XZ2Kk3HoUAw","","","FWBC","Preaching"
"South Africa Testimony","Bro Chris Segura","2017-02-12 10:30:00","20170212A_SouthAfricaTestimony.mp3","smlpKerdyCg","","","FWBC","Preaching"
"Jeremiah 43","Pastor Anderson","2017-02-08 19:00:00","20170208P_Jeremiah43.mp3","wYNl7CK_R44","","","FWBC","Preaching"
"What is a Reprobate?","Pastor Anderson","2017-02-05 18:30:00","20170205P_WhatIsAReprobate.mp3","anyDWzbngDA","","","FWBC","Preaching"
"Freemasonry in Light of the Bible","Pastor Anderson","2017-02-05 10:30:00","20170205A_FreemasonryInLightOfTheBible.mp3","sN49lsoTBy8","","","FWBC","Preaching"
"Jeremiah 42","Pastor Anderson","2017-02-01 19:00:00","20170201P_Jeremiah42.mp3","goIHzf-aLkI","","","FWBC","Preaching"
"There is Only One God","Pastor Anderson","2017-01-29 18:30:00","20170129P_ThereIsOnlyOneGod.mp3","2uflIuYwN4I","","","FWBC","Preaching"
"The Financial Philosophy of FWBC","Pastor Anderson","2017-01-29 10:30:00","20170129A_TheFinancialPhilosophyOfFwbc.mp3","FHTLWq6vSo0","","","FWBC","Preaching"
"Jeremiah 41","Pastor Anderson","2017-01-25 19:00:00","20170125P_Jeremiah41.mp3","l4clIxOyXjE","","","FWBC","Preaching"
"False Teachings of Hinduism and the Bhagavad Gita","Pastor Anderson","2017-01-22 18:30:00","20170122P_FalseTeachingsOfHinduismAndTheBhagavadGita.mp3","WOvQnZ1Xoc0","","","FWBC","Preaching"
"Self Control","Pastor Anderson","2017-01-22 10:30:00","20170122A_SelfControl.mp3","4q-kyoF8O7M","","","FWBC","Preaching"
"Jeremiah 40","Pastor Anderson","2017-01-18 19:00:00","20170118P_Jeremiah40.mp3","o56dC-8GbMw","","","FWBC","Preaching"
"The Baby Boomer Generation","Pastor Anderson","2017-01-15 18:30:00","20170115P_TheBabyBoomerGeneration.mp3","xa7hbj4RI00","","","FWBC","Preaching"
"The Sinner's Prayer","Pastor Anderson","2017-01-15 10:30:00","20170115A_TheSinnersPrayer.mp3","U2Y6w_FwmFI","","","FWBC","Preaching"
"Jeremiah 39","Pastor Anderson","2017-01-11 19:00:00","20170111P_Jeremiah39.mp3","fO6lj5VYyYo","","","FWBC","Preaching"
"Bible Prophecy Foundations","Pastor Anderson","2017-01-08 18:30:00","20170108P_BibleProphecyFoundations.mp3","0fGg4oESAuk","","","FWBC","Preaching"
"Double Minded and Unstable","Pastor Anderson","2017-01-08 10:30:00","20170108A_DoubleMindedAndUnstable.mp3","np_Qt4z00uM","","","FWBC","Preaching"
"Jeremiah 38","Pastor Anderson","2017-01-04 19:00:00","20170104P_Jeremiah38.mp3","KbhN1VrdVgU","","","FWBC","Preaching"
"The Ostrich vs. the Eagle","Pastor Anderson","2017-01-01 18:30:00","20170101P_TheOstrichVsTheEagle.mp3","SwvGcS1kxT4","","","FWBC","Preaching"
"Baptism","Pastor Anderson","2017-01-01 10:30:00","20170101A_Baptism.mp3","Ll5jKy_34Ps","","","FWBC","Preaching"
"Jeremiah 37","Pastor Anderson","2016-12-28 19:00:00","20161228P_Jeremiah37.mp3","2bMI0n8z6Xw","","","FWBC","Preaching"
"The Seed of the Woman","Pastor Anderson","2016-12-25 18:30:00","20161225P_TheSeedOfTheWoman.mp3","kpnlRrFrKpA","","","FWBC","Preaching"
"God Was Manifest in the Flesh","Pastor Anderson","2016-12-25 10:30:00","20161225A_GodWasManifestInTheFlesh.mp3","1-CNC8vFPdo","","","FWBC","Preaching"
"Jeremiah 36","Pastor Anderson","2016-12-21 19:00:00","20161221P_Jeremiah36.mp3","reEpkQAbHek","","","FWBC","Preaching"
"Lessons from Jonestown","Pastor Anderson","2016-12-18 18:30:00","20161218P_LessonsFromJonestown.mp3","xv4nsR3rtak","","","FWBC","Preaching"
"Rewards for Serving Christ","Pastor Anderson","2016-12-18 10:30:00","20161218A_RewardsForServingChrist.mp3","W6ZaFL-LivE","","","FWBC","Preaching"
"Jeremiah 35","Pastor Anderson","2016-12-14 19:00:00","20161214P_Jeremiah35.mp3","1qhRsYyVO7s","https://soundcloud.com/bible-preaching/2016-12-14p-jeremiah-35","","FWBC","Preaching"
"Common Sense Missions","Pastor Anderson","2016-12-11 18:30:00","20161211P_CommonSenseMissions.mp3","4hAcmFLisCo","https://soundcloud.com/bible-preaching/2016-12-11p-common-sense-missions","","FWBC","Preaching"
"Hair Length And 1 Corinthians 11","Pastor Anderson","2016-12-11 10:30:00","20161211A_HairLengthAnd1Corinthians11.mp3","6MqdwB8mgAc","https://soundcloud.com/bible-preaching/2016-12-11a-hair-length-and-1-corinthians-11","","FWBC","Preaching"
"God the Invester (New Jersey)","Pastor Anderson","2016-12-10 10:30:00","20161210A_GodTheInvester(NewJersey).mp3","lJ4shlexO0k","https://soundcloud.com/bible-preaching/2016-12-10p-god-the-investor","","New Jersey","Preaching"
"Deceived by Alcohol","Pastor Anderson","2016-12-08 19:00:00","20161208P_DeceivedByAlcohol.mp3","e21gmO1Lth4","https://soundcloud.com/bible-preaching/2016-12-08p-deceived-by-alcohol","","Guyana","Preaching"
"Founded on the Rock","Pastor Anderson","2016-12-07 19:00:00","20161207P_FoundedOnTheRock.mp3","B3jRZJfLmVU","https://soundcloud.com/bible-preaching/2016-12-07p-founded-upon-a-rock","1","Guyana","Preaching"
"I Know Thy Works","Pastor Anderson","2016-12-07 10:30:00","20161207A_IKnowThyWorks.mp3","FKqgrWhmf84","https://soundcloud.com/bible-preaching/2016-12-07a-i-know-thy-works","","Guyana","Preaching"
"Zeal Not According to Knowledge","Bro Garrett Kirchway","2016-12-04 18:30:00","20161204P_ZealNotAccordingToKnowledge.mp3","mQV1VnpW8mM","","","Vancouver","Preaching"
"Bible Principles on Dating","Pastor Anderson","2016-12-04 18:30:00","20161204P_BiblePrinciplesOnDating.mp3","LiSM9bA6w3Q","","","FWBC","Preaching"
"The Adventures of Malawi","Bro Garrett Kirchway","2016-12-04 10:30:00","20161204A_TheAdventuresOfMalawi.mp3","B3jRZJfLmVU","","1","Vancouver","Preaching"
"Saved by the Word","Pastor Anderson","2016-12-04 10:30:00","20161204A_SavedByTheWord.mp3","G1jZ5K4p4G8","","","FWBC","Preaching"
"Reaping Where You Sow","Pastor Anderson","2016-11-27 18:30:00","20161127P_ReapingWhereYouSow.mp3","kh9evsxIQSM","","","FWBC","Preaching"
"The Great Commission","Pastor Anderson","2016-11-27 10:30:00","20161127A_TheGreatCommission.mp3","5SYzKKI0j6Y","","","FWBC","Preaching"
"Happy Are These Thy Servants","Bro Tyler Baker","2016-11-23 19:00:00","20161123P_HappyAreTheseThyServants.mp3","lTEaShmDkwM","","","FWBC","Preaching"
"Joseph and Jesus","Bro Rick Martinez","2016-11-20 18:30:00","20161120P_JosephAndJesus.mp3","TNFGErNTaEo","","","FWBC","Preaching"
"Jeremiah 33","Pastor Anderson","2016-11-16 19:00:00","20161116P_Jeremiah33.mp3","oNE8-pcOhmc","https://soundcloud.com/bible-preaching/2016-11-16p-jeremiah-33","","FWBC","Preaching"
"Patience When Teaching","Pastor Anderson","2016-11-13 18:30:00","20161113P_PatienceWhenTeaching.mp3","duP2pn_NSr4","https://soundcloud.com/bible-preaching/2016-11-13p-patient-when-teaching","","FWBC","Preaching"
"The Christian's Hate Life","Pastor Anderson","2016-11-13 10:30:00","20161113A_TheChristiansHateLife.mp3","IwQK_-Elm_Q","https://soundcloud.com/bible-preaching/2016-11-13a-the-christians-hate-life","","FWBC","Preaching"
"Jeremiah 32","Pastor Anderson","2016-11-09 19:00:00","20161109P_Jeremiah32.mp3","AWaDvZ2bzZA","https://soundcloud.com/bible-preaching/2016-11-09p-jeremiah-32","","FWBC","Preaching"
"Praise the Lord","Pastor Anderson","2016-11-06 18:30:00","20161106P_PraiseTheLord.mp3","0akh8WAtuN4","https://soundcloud.com/bible-preaching/2016-11-06p-praise-the-lord","","FWBC","Preaching"
"David's Mighty Men","Pastor Anderson","2016-11-06 10:30:00","20161106A_DavidsMightyMen.mp3","hzSfDETVf3A","","","FWBC","Preaching"
"Jeremiah 31","Pastor Anderson","2016-11-02 19:00:00","20161102P_Jeremiah31.mp3","QQdCAvyO-po","https://soundcloud.com/bible-preaching/2016-11-02p-jeremiah-31","","FWBC","Preaching"
"Jesus Descended into Hell","Pastor Anderson","2016-10-30 18:30:00","20161030P_JesusDescendedIntoHell.mp3","qVLQz-SuLKw","https://soundcloud.com/bible-preaching/2016-10-30p-jesus-descended-into-hell","","FWBC","Preaching"
"Things that are Really Scary","Pastor Anderson","2016-10-30 10:30:00","20161030A_ThingsThatAreReallyScary.mp3","S2MaCMSrGpg","https://soundcloud.com/bible-preaching/2016-10-30a-things-that-are-really-scary","","FWBC","Preaching"
"Jeremiah 30","Pastor Anderson","2016-10-26 19:00:00","20161026P_Jeremiah30.mp3","NFIkKMNLivg","","","FWBC","Preaching"
"Making Yourself of No Reputation","Pastor Anderson","2016-10-23 18:30:00","20161023P_MakingYourselfOfNoReputation.mp3","mLk4PvMmBio","https://soundcloud.com/bible-preaching/2016-10-23p-making-yourself-of-no-reputation","","FWBC","Preaching"
"Animals in the Bible: Workers","Pastor Anderson","2016-10-23 10:30:00","20161023A_AnimalsInTheBibleWorkers.mp3","lX0H0kZn5nk","","","FWBC","Preaching"
"Jeremiah 29","Pastor Anderson","2016-10-19 19:00:00","20161019P_Jeremiah29.mp3","VrOzz5jS95Q","https://soundcloud.com/bible-preaching/2016-10-19p-jeremiah-29","","FWBC","Preaching"
"Lean Not Unto Thine Own Understanding","Pastor Anderson","2016-10-16 18:30:00","20161016P_LeanNotUntoThineOwnUnderstanding.mp3","HXqD_WW395U","","","FWBC","Preaching"
"What Doth It Profit?","Pastor Anderson","2016-10-16 10:30:00","20161016A_WhatDothItProfit.mp3","g-AR3M_2nQo","https://soundcloud.com/bible-preaching/2016-10-16a-what-doth-it-profit","","FWBC","Preaching"
"The Purpose of the Devil","Pastor Anderson","2016-10-09 18:30:00","20161009P_ThePurposeOfTheDevil.mp3","1eAxS3OpFVQ","","","FWBC","Preaching"
"Tattlers and Talebearers","Pastor Anderson","2016-10-09 10:30:00","20161009A_TattlersAndTalebearers.mp3","RIAukDQEv_s","","","FWBC","Preaching"
"Jeremiah 27","Pastor Anderson","2016-10-05 19:00:00","20161005P_Jeremiah27.mp3","xoncEKxhh-A","","","FWBC","Preaching"
"Power and Judgment","Bro Garrett Kirchway","2016-10-02 18:30:00","20161002P_PowerAndJudgment.mp3","PqD0j4nvbBg","","","FWBC","Preaching"
"Loving Your Children","Pastor Anderson","2016-10-02 10:30:00","20161002A_LovingYourChildren.mp3","CMb8pPM9f4c","","","FWBC","Preaching"
"Pray for America","Pastor Anderson","2016-09-30 19:00:00","20160930P_PrayForAmerica.mp3","","","1","FWBC","Preaching"
"Living the Book of Acts","Pastor Anderson","2016-09-28 19:00:00","20160928P_LivingTheBookOfActs.mp3","sphO4q9swBY","","","FWBC","Preaching"
"If I Perish, I Perish","Bro Tyler Baker","2016-09-25 18:30:00","20160925P_IfIPerishIPerish.mp3","n8bC74vymLk","https://soundcloud.com/bible-preaching/2016-09-25p-if-i-perish-i-perish","","FWBC","Preaching"
"Greek Philosophy in Light of the Bible","Bro Tyler Baker","2016-09-25 10:30:00","20160925A_GreekPhilosophyInLightOfTheBible.mp3","n2FC9dDUInk","","","FWBC","Preaching"
"Learning from Uzzah's Error","Bro Richard Miller","2016-09-21 19:00:00","20160921P_LearningFromUzzahsError.mp3","NqmNkgjmy9s","https://soundcloud.com/bible-preaching/2016-09-21p-learning-from-uzzahs-error","","FWBC","Preaching"
"The Life of Elimelech","Bro Matthew Stucky","2016-09-18 18:30:00","20160918P_TheLifeOfElimelech.mp3","epQA2F2OdOs","","","FWBC","Preaching"
"Fear vs. Power","Pastor Anderson","2016-09-18 18:30:00","20160918P_FearVsPower.mp3","CZhAeBDsy9I","","","FWBC","Preaching"
"The War was of God","Bro Matthew Stucky","2016-09-18 10:30:00","20160918A_TheWarWasOfGod.mp3","BosbzYCXOD0","","","FWBC","Preaching"
"A Living Sacrifice unto God","Pastor Anderson","2016-09-18 10:30:00","20160918A_ALivingSacrificeUntoGod.mp3","uOdNPTXDldI","","","FWBC","Preaching"
"The Cost of Discipleship","Bro Garrett Kirchway","2016-09-14 19:00:00","20160914P_TheCostOfDiscipleship.mp3","gJpP0J_JqGI","","","FWBC","Preaching"
"There are Many Adversaries","Pastor Anderson","2016-09-11 18:30:00","20160911P_ThereAreManyAdversaries.mp3","09JjxeAgzTs","https://soundcloud.com/bible-preaching/2016-09-11p-there-are-many-adversaries","","FWBC","Preaching"
"The Leading Causes of Divorce","Pastor Anderson","2016-09-11 10:30:00","20160911A_TheLeadingCausesOfDivorce.mp3","Xv-vlGBYPs4","https://soundcloud.com/bible-preaching/2016-09-11a-the-leading-causes-of-divorce","","FWBC","Preaching"
"Jeremiah 26","Pastor Anderson","2016-09-07 19:00:00","20160907P_Jeremiah26.mp3","KD0Tls4bIrI","https://soundcloud.com/bible-preaching/2016-09-07p-jeremiah-26","","FWBC","Preaching"
"In the Days of Thy Youth","Pastor Anderson","2016-09-04 18:30:00","20160904P_InTheDaysOfThyYouth.mp3","jFwC77H3mx4","https://soundcloud.com/bible-preaching/2016-09-04p-in-the-days-of-thy-youth","","FWBC","Preaching"
"Jesus in the Book of Hebrews","Pastor Anderson","2016-09-04 10:30:00","20160904A_JesusInTheBookOfHebrews.mp3","YHW6Jh9jhbs","https://soundcloud.com/bible-preaching/2016-09-04a-jesus-in-the-book-of-hebrews","","FWBC","Preaching"
"Jeremiah 25","Pastor Anderson","2016-08-31 19:00:00","20160831P_Jeremiah25.mp3","k1FovraqQx4","https://soundcloud.com/bible-preaching/2016-08-31p-jeremiah-25","","FWBC","Preaching"
"Soul-Winning Dos and Don'ts","Pastor Anderson","2016-08-28 18:30:00","20160828P_Soul-WinningDosAndDonts.mp3","eQs937ZRkOw","https://soundcloud.com/bible-preaching/2016-08-28p-soul-winning-dos-and-donts","","FWBC","Preaching"
"Turning Grace into Lasciviousness","Pastor Anderson","2016-08-28 10:30:00","20160828A_TurningGraceIntoLasciviousness.mp3","1k1rAThM9Tg","https://soundcloud.com/bible-preaching/2016-08-28a-turning-grace-into-lasciviousness","","FWBC","Preaching"
"Jeremiah 24","Pastor Anderson","2016-08-24 19:00:00","20160824P_Jeremiah24.mp3","1TTsW1Yb2sc","https://soundcloud.com/bible-preaching/2016-08-24p-jeremiah-24","","FWBC","Preaching"
"Turning Romans 7 on its Head","Pastor Anderson","2016-08-21 18:30:00","20160821P_TurningRomans7OnItsHead.mp3","0D9m6jp8mLQ","","","FWBC","Preaching"
"Blacking Out While Drunk","Pastor Anderson","2016-08-21 10:30:00","20160821A_BlackingOutWhileDrunk.mp3","ebGzDNgNP_Q","https://soundcloud.com/bible-preaching/2016-08-21a-blacking-out-while-drunk","","FWBC","Preaching"
"Jeremiah 23","Pastor Anderson","2016-08-17 19:00:00","20160817P_Jeremiah23.mp3","denPd9rnOpQ","https://soundcloud.com/bible-preaching/2016-08-17p-jeremiah-23","","FWBC","Preaching"
"Lawsuits Among Christians","Pastor Anderson","2016-08-14 18:30:00","20160814P_LawsuitsAmongChristians.mp3","Xf_BkYjvu5w","","","FWBC","Preaching"
"Charity in 1 Corinthians 13","Pastor Anderson","2016-08-14 10:30:00","20160814A_CharityIn1Corinthians13.mp3","NwLAo0ES5-o","https://soundcloud.com/bible-preaching/2016-08-14a-1-corintians-13-charity","","FWBC","Preaching"
"Why Sit We Here Until We Die","Bro Tyler Baker","2016-08-10 19:00:00","20160810P_WhySitWeHereUntilWeDie.mp3","9farlAEcvQw","","","FWBC","Preaching"
"Branches Running Over the Wall","Pastor Anderson","2016-08-07 18:30:00","20160807P_BranchesRunningOverTheWall.mp3","ZQ9AdNskuig","https://soundcloud.com/bible-preaching/2016-08-07p-branches-running-over-the-wall","","FWBC","Preaching"
"The Bad Example of Japan","Pastor Anderson","2016-08-07 10:30:00","20160807A_TheBadExampleOfJapan.mp3","ro0KT8SA6Lc","https://soundcloud.com/bible-preaching/2016-08-07a-the-bad-example-of-japan","","FWBC","Preaching"
"Jeremiah 22","Pastor Anderson","2016-08-03 19:00:00","20160803P_Jeremiah22.mp3","PwfxgScGQNo","https://soundcloud.com/bible-preaching/2016-08-03p-jeremiah-22","","FWBC","Preaching"
"The Skills to Serve in the Church","Pastor Anderson","2016-07-31 18:30:00","20160731P_TheSkillsToServeInTheChurch.mp3","Of_tS6d5Bbw","https://soundcloud.com/bible-preaching/2016-07-31p-the-skills-to-serve-in-the-church","","FWBC","Preaching"
"Stumblingblocks","Pastor Anderson","2016-07-31 10:30:00","20160731A_Stumblingblocks.mp3","pAdLSBnJrd0","https://soundcloud.com/bible-preaching/2016-07-31a-stumblingblocks-and-rocks-of-offense","","FWBC","Preaching"
"The Signs of the Times","Pastor Anderson","2016-07-28 19:00:00","20160728P_TheSignsOfTheTimes.mp3","vrcU2W8yCjw","","1","VBC","Preaching"
"Jeremiah 21","Pastor Anderson","2016-07-27 19:00:00","20160727P_Jeremiah21.mp3","9L3n1QFMOvc","","","FWBC","Preaching"
"Starting Churches and Ordaining Elders","Pastor Anderson","2016-07-24 18:30:00","20160724P_StartingChurchesAndOrdainingElders.mp3","hZv5IW4grFQ","","","FWBC","Preaching"
"Be One of the Few","Pastor Anderson","2016-07-24 10:30:00","20160724A_BeOneOfTheFew.mp3","O0MB8FGZ6hg","","","FWBC","Preaching"
"Jeremiah 20","Pastor Anderson","2016-07-20 19:00:00","20160720P_Jeremiah20.mp3","VvyVlP9RVt0","https://soundcloud.com/bible-preaching/2016-07-20p-jeremiah-20-persecution-and-lame-pastors","","FWBC","Preaching"
"What a Time to Be Alive","Bro Richard Miller","2016-07-17 18:30:00","20160717P_WhatATimeToBeAlive.mp3","Z34u1YrZ8go","","","FWBC","Preaching"
"Rejected and Nigh unto Cursing (Hebrews 6)","Pastor Anderson","2016-07-17 10:30:00","20160717A_RejectedAndNighUntoCursing(Hebrews6).mp3","XPvssgOpAqg","https://soundcloud.com/bible-preaching/2016-07-17a-rejected-and-nigh-unto-cursing","","FWBC","Preaching"
"Jeremiah 19","Pastor Anderson","2016-07-13 19:00:00","20160713P_Jeremiah19.mp3","0W8zTS6xnbA","https://soundcloud.com/bible-preaching/2016-07-13p-jeremiah-19","","FWBC","Preaching"
"A Great Falling Away","Pastor Anderson","2016-07-10 18:30:00","20160710P_AGreatFallingAway.mp3","Lj9Sjos05e4","","","FWBC","Preaching"
"Loosen your Grip","Pastor Anderson","2016-07-10 10:30:00","20160710A_LoosenYourGrip.mp3","lIEosGJXf_k","https://soundcloud.com/bible-preaching/2016-07-10a-loosen-your-grip-on-the-things-of-this-world","","FWBC","Preaching"
"Jeremiah 18","Pastor Anderson","2016-07-06 19:00:00","20160706P_Jeremiah18.mp3","W-7jq9QYijU","","","FWBC","Preaching"
"Hard Words in the KJV","Pastor Anderson","2016-07-03 18:30:00","20160703P_HardWordsInTheKjv.mp3","mfeGNHgJDwc","","","FWBC","Preaching"
"Learn by Doing","Pastor Anderson","2016-07-03 10:30:00","20160703A_LearnByDoing.mp3","XwJ-JTKK59I","","","FWBC","Preaching"
"Jeremiah 17","Pastor Anderson","2016-06-29 19:00:00","20160629P_Jeremiah17.mp3","i879ak3o-ZI","","","FWBC","Preaching"
"In the Name of Jesus","Bro Garrett Kirchway","2016-06-26 18:30:00","20160626P_InTheNameOfJesus.mp3","BxLM3qnTMBE","https://soundcloud.com/bible-preaching/2016-06-26p-in-the-name-of-jesus?in=bible-preaching/sets/2016-faithful-word-baptist","","FWBC","Preaching"
"Pornography and Prostitution","Pastor Anderson","2016-06-26 10:30:00","20160626A_PornographyAndProstitution.mp3","HcSYJQOmIdM","https://soundcloud.com/bible-preaching/2016-06-26a-pornography-and-prostitution?in=bible-preaching/sets/2016-faithful-word-baptist","","FWBC","Preaching"
"The Sodomites will Never Stop Us (Jeremiah 16)","Pastor Anderson","2016-06-22 19:00:00","20160622P_TheSodomitesWillNeverStopUs(Jeremiah16).mp3","YryH-GlBsDg","","","FWBC","Preaching"
"The Fearful and Unbelieving","Pastor Anderson","2016-06-19 18:30:00","20160619P_TheFearfulAndUnbelieving.mp3","qXb7rlkds8M","https://soundcloud.com/bible-preaching/2016-06-19p-the-fearful-and-unbelieving?in=bible-preaching/sets/2016-faithful-word-baptist","","FWBC","Preaching"
"The Enemies of Moses","Pastor Anderson","2016-06-19 10:30:00","20160619A_TheEnemiesOfMoses.mp3","nRTVn6DrU8Y","","","FWBC","Preaching"
"Jeremiah 15","Pastor Anderson","2016-06-15 19:00:00","20160615P_Jeremiah15.mp3","QcWS2kQU2No","https://soundcloud.com/bible-preaching/2016-06-15p-jeremiah-15","","FWBC","Preaching"
"Unity in the Local Church","Pastor Anderson","2016-06-12 18:30:00","20160612P_UnityInTheLocalChurch.mp3","pX4C1FciOqc","https://soundcloud.com/bible-preaching/2016-06-12p-unity-in-the-local-church","","FWBC","Preaching"
"Separate 2016","Pastor Anderson","2016-06-12 10:30:00","20160612A_Separate2016.mp3","ZgV7rg2kwcI","https://soundcloud.com/bible-preaching/2016-06-12a-separate-2016","","FWBC","Preaching"
"Jeremiah 14","Pastor Anderson","2016-06-08 19:00:00","20160608P_Jeremiah14.mp3","gep5Hw9CkUI","https://soundcloud.com/bible-preaching/2016-06-08p-jeremiah-14","","FWBC","Preaching"
"A Ready Scribe","Pastor Anderson","2016-06-05 18:30:00","20160605P_AReadyScribe.mp3","IsQPG4byUJA","https://soundcloud.com/bible-preaching/2016-06-05p-a-ready-scribe","","FWBC","Preaching"
"Animal Rights in Light of the Bible","Pastor Anderson","2016-06-05 10:30:00","20160605A_AnimalRightsInLightOfTheBible.mp3","OoridxUp1nA","https://soundcloud.com/bible-preaching/2016-06-05a-animal-rights-in-light-of-the-bible","","FWBC","Preaching"
"Things that are Precious Camping Trip","Pastor Anderson","2016-06-03 19:00:00","20160603P_ThingsThatArePreciousCampingTrip.mp3","jMzJY2NBDIg","","","Camping Trip","Preaching"
"Jeremiah 13","Pastor Anderson","2016-06-01 19:00:00","20160601P_Jeremiah13.mp3","8EDbq_Gf_5w","https://soundcloud.com/bible-preaching/2016-06-01p-jeremiah-13","","FWBC","Preaching"
"The Tree is Known by His Fruit","Pastor Anderson","2016-05-29 18:30:00","20160529P_TheTreeIsKnownByHisFruit.mp3","6Nofodz7Sks","https://soundcloud.com/bible-preaching/2016-05-29p-the-tree-is-known-by-his-fruit","","FWBC","Preaching"
"Will a Man Rob God?","Pastor Anderson","2016-05-29 10:30:00","20160529A_WillAManRobGod.mp3","GX4HISVIGeo","https://soundcloud.com/bible-preaching/2016-05-29a-will-a-man-rob-god","","FWBC","Preaching"
