id,title,preacher,datetime,mp3,ytube_id,scloud,fire_hard,location,transcript,format,created_at,updated_at,slug,dl_count
291,"Mary vs Martha","Pastor Anderson","2014-07-07 01:30:00",,7ynE8pg2G4M,https://soundcloud.com/bible-preaching/2014-07-06p-mary-vs-martha,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.050060","2017-04-15 21:57:51.348670",mary-vs-martha,0
292,"Job 33","Pastor Anderson","2014-07-03 02:00:00",,XE9N3v02tMU,https://soundcloud.com/bible-preaching/2014-07-02p-job-33,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.076748","2017-04-15 21:57:51.373055",job-33,0
293,"Contending with Horses","Pastor Anderson","2014-06-30 01:30:00",,fhKaMTuTxN8,https://soundcloud.com/bible-preaching/2014-06-29p-contending-with-horses,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.100317","2017-04-15 21:57:51.393082",contending-with-horses,0
294,"Job 32","Pastor Anderson","2014-06-26 02:00:00",,w2Fz7yPew7M,https://soundcloud.com/bible-preaching/2014-06-25p-job-32,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.125374","2017-04-15 21:57:51.433433",job-32,0
295,"Soul-Winning Instruction 2","Pastor Anderson","2014-06-23 01:30:00",,Bx3RDyVGzNQ,https://soundcloud.com/bible-preaching/2014-06-22p-soulwinning-instruction-part-2,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.152007","2017-04-15 21:57:51.450305",soul-winning-instruction-2,0
296,"Job 31","Pastor Anderson","2014-06-19 02:00:00",,79IaI3O4qGw,https://soundcloud.com/bible-preaching/2014-06-18p-job-31,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.176416","2017-04-15 21:57:51.468520",job-31,0
297,"The Name of God","Pastor Anderson","2014-06-16 01:30:00",,ZjvKw6W4NCY,https://soundcloud.com/bible-preaching/2014-06-15p-the-name-of-god,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.201120","2017-04-15 21:57:51.485835",the-name-of-god,0
298,"Job 30","Pastor Anderson","2014-06-12 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.221989","2017-04-15 21:57:51.501305",job-30,0
299,"Being Friendly","Pastor Anderson","2014-06-09 01:30:00",,ElQfu94Jf7k,https://soundcloud.com/bible-preaching/2014-06-08p-being-friendly,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.245040","2017-04-15 21:57:51.516782",being-friendly,0
300,"Job 29","Pastor Anderson","2014-06-05 02:00:00",,dIBQ0KDrS-8,https://soundcloud.com/bible-preaching/2014-06-04p-job-29,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.264111","2017-04-15 21:57:51.533071",job-29,0
301,Thankfulness,"Bro Donnie Romero","2014-06-02 01:30:00",,KAbWt9D8YRM,https://soundcloud.com/bible-preaching/2014-06-01p-thankfulness,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.293125","2017-04-15 21:57:51.550235",thankfulness,0
302,"Job 28","Pastor Anderson","2014-05-29 02:00:00",,ppQYShFTX8c,https://soundcloud.com/bible-preaching/2014-05-28p-job-28,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.315165","2017-04-15 21:57:51.569340",job-28,0
303,Polygamy,"Pastor Anderson","2014-05-26 01:30:00",,-oL2pGkvKZc,https://soundcloud.com/bible-preaching/2014-05-25p-polygamy,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.336852","2017-04-15 21:57:51.585288",polygamy,0
304,"Job 27","Pastor Anderson","2014-05-22 02:00:00",,2Cj2dQ2XXhw,https://soundcloud.com/bible-preaching/2014-05-21p-job-27,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.361160","2017-04-15 21:57:51.633556",job-27,0
305,"Whom Do Men Say That I Am?","Pastor Anderson","2014-05-19 01:30:00",,_fzlPuakEdQ,https://soundcloud.com/bible-preaching/2014-05-18p-whom-do-men-say-that-i-am,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.405578","2017-04-15 21:57:51.649858",whom-do-men-say-that-i-am,0
306,"Job 26","Pastor Anderson","2014-05-15 02:00:00",,AZDvQLPGTDs,https://soundcloud.com/bible-preaching/2014-05-14p-job-26,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.427612","2017-04-15 21:57:51.668174",job-26,0
307,"Having a Plan","Pastor Anderson","2014-05-12 01:30:00",,1ADDAQvwHC0,https://soundcloud.com/bible-preaching/2014-05-11p-having-a-plan,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.458849","2017-04-15 21:57:51.685155",having-a-plan,0
308,"Job 25","Pastor Anderson","2014-05-08 02:00:00",,3IKeXoFcFZE,https://soundcloud.com/bible-preaching/2014-05-07p-job-25,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.483909","2017-04-15 21:57:51.700190",job-25,0
309,"The Sin of Foolishness","Pastor Anderson","2014-05-05 01:30:00",,Vm_LCoIlqLQ,https://soundcloud.com/bible-preaching/2014-05-04p-the-sin-of-foolishness,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.504157","2017-04-15 21:57:51.716255",the-sin-of-foolishness,0
310,"Job 24","Pastor Anderson","2014-05-01 02:00:00",,H-n-hrzCtCA,https://soundcloud.com/bible-preaching/2014-04-30p-job-24,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.524991","2017-04-15 21:57:51.732782",job-24,0
311,"The Effects of Birth Control","Pastor Anderson","2014-04-28 01:30:00",,XM9peQl4W-I,https://soundcloud.com/bible-preaching/2014-04-27p-the-effects-of-birth-control,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.545315","2017-04-15 21:57:51.748126",the-effects-of-birth-control,0
312,"Job 23","Pastor Anderson","2014-04-24 02:00:00",,VRb3robVGqc,https://soundcloud.com/bible-preaching/2014-04-23p-job-23,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.567713","2017-04-15 21:57:51.764581",job-23,0
313,"Be Not Righteous Over Much","Pastor Anderson","2014-04-21 01:30:00",,uliosd6xEB0,https://soundcloud.com/bible-preaching/2014-04-20p-be-not-righteous-over-much,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.585211","2017-04-15 21:57:51.779398",be-not-righteous-over-much,0
314,"Dave Ramsey Exposed","Pastor Anderson","2014-04-14 01:30:00",,mAtzmavvwwE,https://soundcloud.com/bible-preaching/2014-04-13p-dave-ramsey-exposed,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.609544","2017-04-15 21:57:51.796277",dave-ramsey-exposed,0
315,"Job 22","Pastor Anderson","2014-04-10 02:00:00",,Ilsz7NqW5FQ,https://soundcloud.com/bible-preaching/2014-04-09p-job-22,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.642659","2017-04-15 21:57:51.815892",job-22,0
316,"Compassion for the Unsaved - Part 2","Pastor Anderson","2014-04-07 01:30:00",,064J-3eOmc4,https://soundcloud.com/bible-preaching/2014-04-06p-compassion-for-the,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.667344","2017-04-15 21:57:51.832832",compassion-for-the-unsaved-part-2,0
317,"Job 21","Pastor Anderson","2014-04-03 02:00:00",,BSkgwflsSkE,https://soundcloud.com/bible-preaching/2014-04-02p-job-21,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.693693","2017-04-15 21:57:51.848063",job-21,0
318,"Cheap Substitutes for Soul-winning","Pastor Anderson","2014-03-31 01:30:00",,_-dDha5YfP4,https://soundcloud.com/bible-preaching/2014-03-30p-cheap-substitutes,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.718647","2017-04-15 21:57:51.867551",cheap-substitutes-for-soul-winning,0
319,"Job 20","Pastor Anderson","2014-03-27 02:00:00",,J_QRKBFpfso,https://soundcloud.com/bible-preaching/2014-03-26p-job-20,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.744330","2017-04-15 21:57:51.885711",job-20,0
320,"New World Order Bible Versions-Documentary","Pastor Anderson","2014-03-25 02:00:00",,vw-6ToEcirE,https://soundcloud.com/bible-preaching/new-world-order-bible-versions,f,"Faithful Word Baptist Church",,Documentary,"2017-04-14 00:58:42.765908","2017-04-15 21:57:51.901117",new-world-order-bible-versions-documentary,0
321,"Women Preachers","Pastor Anderson","2014-03-24 01:30:00",,j921XOqiQ7o,https://soundcloud.com/bible-preaching/2014-03-23p-women-preachers,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.788121","2017-04-15 21:57:51.916099",women-preachers,0
322,"Job 19","Pastor Anderson","2014-03-20 02:00:00",,VJnMwXU2IDA,https://soundcloud.com/bible-preaching/2014-03-19p-job-19,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.809593","2017-04-15 21:57:51.931821",job-19,0
323,"When NOT to Obey","Pastor Anderson","2014-03-17 01:30:00",,NzLKbZyMvas,https://soundcloud.com/bible-preaching/2014-03-16p-when-not-to-obey,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.831843","2017-04-15 21:57:51.948377",when-not-to-obey,0
324,"Job 18","Pastor Anderson","2014-03-13 02:00:00",,oeOpGJ_BOX4,https://soundcloud.com/bible-preaching/2014-03-12p-job-18,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.858583","2017-04-15 21:57:51.964415",job-18,0
325,"Staying Out of Trouble","Pastor Anderson","2014-03-10 01:30:00",,KU713P_3ZFo,https://soundcloud.com/bible-preaching/2014-03-09p-staying-out-of,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.879787","2017-04-15 21:57:51.981191",staying-out-of-trouble,0
326,"Job 17","Pastor Anderson","2014-03-06 02:00:00",,jXcteZsd5uY,https://soundcloud.com/bible-preaching/2014-03-05p-job-17,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.900541","2017-04-15 21:57:51.996625",job-17,0
327,"Being Respectful","Pastor Anderson","2014-03-03 01:30:00",,s3FijGbv9_M,https://soundcloud.com/bible-preaching/2014-03-02p-being-respectful,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.921512","2017-04-15 21:57:52.012529",being-respectful,0
328,"Job 16","Pastor Anderson","2014-02-27 02:00:00",,CYkm4yGUemk,https://soundcloud.com/bible-preaching/2014-02-26p-job-16,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.945516","2017-04-15 21:57:52.028305",job-16,0
329,"Given to Hospitality","Pastor Anderson","2014-02-24 01:30:00",,JH5yCrbU060,https://soundcloud.com/bible-preaching/2014-02-23p-given-to,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.972103","2017-04-15 21:57:52.045585",given-to-hospitality,0
330,"Job 15","Pastor Anderson","2014-02-20 02:00:00",,xRDVK1vUrr0,https://soundcloud.com/bible-preaching/2014-02-19p-job-15,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:42.993717","2017-04-15 21:57:52.061612",job-15,0
331,"One That Ruleth Well His Own House","Pastor Anderson","2014-02-17 01:30:00",,0redse51Hvc,https://soundcloud.com/bible-preaching/2014-02-16p-one-that-ruleth,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.015266","2017-04-15 21:57:52.079975",one-that-ruleth-well-his-own-house,0
332,"Job 14","Pastor Anderson","2014-02-13 02:00:00",,y1fqAXO3Xjc,https://soundcloud.com/bible-preaching/2014-02-12p-job-14,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.038484","2017-04-15 21:57:52.099811",job-14,0
333,"Not a Novice","Pastor Anderson","2014-02-10 01:30:00",,r_nJe3E27ms,https://soundcloud.com/bible-preaching/2014-02-09p-not-a-novice,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.060741","2017-04-15 21:57:52.119853",not-a-novice,0
334,"Job 13","Pastor Anderson","2014-02-06 02:00:00",,x91MC57nBhk,https://soundcloud.com/bible-preaching/2014-02-05p-job-13,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.081300","2017-04-15 21:57:52.137866",job-13,0
335,Vigilance,"Pastor Anderson","2014-02-03 01:30:00",,GKGUT0VejUw,https://soundcloud.com/bible-preaching/2014-02-02p-vigilance,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.104986","2017-04-15 21:57:52.153034",vigilance,0
336,"Job 12","Pastor Anderson","2014-01-30 02:00:00",,DorIciLXLfU,https://soundcloud.com/bible-preaching/2014-01-29p-job-12,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.127195","2017-04-15 21:57:52.167643",job-12,0
337,"The Gainsaying of Core","Pastor Anderson","2014-01-27 01:30:00",,ZYS610qgBsk,https://soundcloud.com/bible-preaching/2014-01-26p-the-gainsaying-of,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.150019","2017-04-15 21:57:52.184008",the-gainsaying-of-core,0
338,Unicorns,"Pastor Anderson","2014-01-20 01:30:00",,sX5s5V7bf-s,https://soundcloud.com/bible-preaching/2014-01-19p-unicorns,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.172948","2017-04-15 21:57:52.200989",unicorns,0
339,"Job 11","Pastor Anderson","2014-01-16 02:00:00",,xINK_eOYZho,https://soundcloud.com/bible-preaching/2014-01-15p-job-11,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.193809","2017-04-15 21:57:52.216927",job-11,0
340,"Abraham and Terah","Pastor Anderson","2014-01-13 01:30:00",,RfJCEFSi3dM,https://soundcloud.com/bible-preaching/2014-01-12p-abraham-and-terah,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.223495","2017-04-15 21:57:52.235122",abraham-and-terah,0
341,"Job 10","Pastor Anderson","2014-01-09 02:00:00",,yObWI5RH7lw,https://soundcloud.com/bible-preaching/2014-01-08p-job-10,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.248581","2017-04-15 21:57:52.252811",job-10,0
342,"A Biblical View of Beauty","Pastor Anderson","2014-01-06 01:30:00",,OBwZq4tEc00,https://soundcloud.com/bible-preaching/2014-01-05p-a-biblical-view-of,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.277051","2017-04-15 21:57:52.267236",a-biblical-view-of-beauty,0
343,"Job 09","Pastor Anderson","2014-01-02 02:00:00",,BylIZun5g4k,https://soundcloud.com/bible-preaching/2014-01-01p-job-9,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.299927","2017-04-15 21:57:52.281342",job-09,0
344,"Job 08","Pastor Anderson","2013-12-26 02:00:00",,xnnG4wo235c,https://soundcloud.com/bible-preaching/2013-12-25p-job-8,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.326356","2017-04-15 21:57:52.296393",job-08,0
345,"Bible College","Pastor Anderson","2013-12-23 01:30:00",,TzMfg6Imink,https://soundcloud.com/bible-preaching/2013-12-22p-bible-college,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.358069","2017-04-15 21:57:52.313489",bible-college,0
346,"Until He Comes","Bro Donnie Romero","2013-12-19 02:00:00",,K2Jw5oo5G-M,https://soundcloud.com/bible-preaching/2013-12-18p-until-he-comes,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.388802","2017-04-15 21:57:52.329384",until-he-comes,0
347,"Exercise unto Godliness","Pastor Anderson","2013-12-16 01:30:00",,XHzxTLvIviM,https://soundcloud.com/bible-preaching/2013-12-15p-exercise-unto,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.414258","2017-04-15 21:57:52.347726",exercise-unto-godliness,0
348,"Job 07","Pastor Anderson","2013-12-12 02:00:00",,pz9RmlCUk7U,https://soundcloud.com/bible-preaching/2013-12-11p-job-7,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.439647","2017-04-15 21:57:52.365611",job-07,0
349,"Should Christians Celebrate Christmas","Pastor Anderson","2013-12-09 01:30:00",,-pQ0cyWHNI4,https://soundcloud.com/bible-preaching/2013-12-08p-should-christians,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.469499","2017-04-15 21:57:52.397289",should-christians-celebrate-christmas,0
350,Stedfast,"Bro Donnie Romero","2013-12-05 02:00:00",,oFpbuqHGqfM,https://soundcloud.com/bible-preaching/2013-12-04p-stedfast,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.501332","2017-04-15 21:57:52.412613",stedfast,0
351,"Come and See","Pastor Anderson","2013-12-02 01:30:00",,BNgyBGgiRWk,https://soundcloud.com/bible-preaching/2013-12-01p-come-and-see,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.531459","2017-04-15 21:57:52.427212",come-and-see,0
352,"Job 06","Pastor Anderson","2013-11-28 02:00:00",,mUqrIUqR9Qo,https://soundcloud.com/bible-preaching/2013-11-27p-job-6,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.559963","2017-04-15 21:57:52.443460",job-06,0
353,"Leviticus 19 - Part 1","Pastor Anderson","2013-11-25 01:30:00",,RJb_dMmHGJA,https://soundcloud.com/bible-preaching/2013-11-24p-leviticus-19,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.593970","2017-04-15 21:57:52.460274",leviticus-19-part-1,0
354,"Job 05","Pastor Anderson","2013-11-21 02:00:00",,sB_PHCJg_cA,https://soundcloud.com/bible-preaching/2013-11-20p-job-5,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.625324","2017-04-15 21:57:52.477796",job-05,0
355,"Suffer the Children","Pastor Anderson","2013-11-18 01:30:00",,DLX_PUegJXY,https://soundcloud.com/bible-preaching/2013-11-17p-suffer-the,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.676485","2017-04-15 21:57:52.493257",suffer-the-children,0
356,"The Life of Samson","Pastor Anderson","2013-11-11 01:30:00",,RVSZYpgT3HE,https://soundcloud.com/bible-preaching/2013-11-10p-the-life-of-samson,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.716145","2017-04-15 21:57:52.508300",the-life-of-samson,0
357,"Job 03","Pastor Anderson","2013-11-07 02:00:00",,J7EdnbZFiIo,https://soundcloud.com/bible-preaching/2013-11-06p-job-3,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.754416","2017-04-15 21:57:52.530804",job-03,0
358,"Good Intentions","Bro David Berzins","2013-11-04 01:30:00",,cwERYp_4-p8,https://soundcloud.com/bible-preaching/2013-11-03p-good-intentions,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.775027","2017-04-15 21:57:52.548165",good-intentions,0
359,"Job 02","Pastor Anderson","2013-10-31 02:00:00",,O3NDS_6OnMc,https://soundcloud.com/bible-preaching/2013-10-30p-job-2,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.801823","2017-04-15 21:57:52.565637",job-02,0
360,"Leadership for Husbands","Pastor Anderson","2013-10-28 01:30:00",,KhyojoIgoZA,https://soundcloud.com/bible-preaching/2013-10-27p-leadership-for,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.824643","2017-04-15 21:57:52.581606",leadership-for-husbands,0
361,"Job 01","Pastor Anderson","2013-10-24 02:00:00",,m2bATrvpuKU,https://soundcloud.com/bible-preaching/2013-10-23p-job-1,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.848835","2017-04-15 21:57:52.597561",job-01,0
362,"Faith and Hebrews 11","Pastor Anderson","2013-10-21 01:30:00",,VWUT_tKmV9I,https://soundcloud.com/bible-preaching/2013-10-20p-faith-and-hebrews,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.873140","2017-04-15 21:57:52.613271",faith-and-hebrews-11,0
363,"Colossians 04","Pastor Anderson","2013-10-17 02:00:00",,HatQfAhX3y4,https://soundcloud.com/bible-preaching/2013-10-16p-colossians-4,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.905364","2017-04-15 21:57:52.629626",colossians-04,0
364,"Satan's Devices","Pastor Anderson","2013-10-14 01:30:00",,,https://soundcloud.com/bible-preaching/2013-10-13p-satans-devices,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.936258","2017-04-15 21:57:52.648018",satan-s-devices,0
365,"Colossians 03","Pastor Anderson","2013-10-10 02:00:00",,RPCglgedQs0,https://soundcloud.com/bible-preaching/2013-10-09p-colossians-3,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.961565","2017-04-15 21:57:52.665341",colossians-03,0
366,"When to be Nice","Pastor Anderson","2013-10-07 01:30:00",,zdSEiapMuN0,https://soundcloud.com/bible-preaching/2013-10-06p-when-to-be-nice,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:43.993916","2017-04-15 21:57:52.681730",when-to-be-nice,0
367,"Colossians 02","Pastor Anderson","2013-10-03 02:00:00",,ySlFcigTzBc,https://soundcloud.com/bible-preaching/2013-10-02p-colossians-2,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:44.029888","2017-04-15 21:57:52.700630",colossians-02,0
368,"Why We Believe the Bible","Pastor Anderson","2013-09-30 01:30:00",,8HuidVzNTBU,https://soundcloud.com/bible-preaching/2013-09-29p-why-we-believe-the,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:44.061710","2017-04-15 21:57:52.717747",why-we-believe-the-bible,0
